market_l5,product_l3_desc,revenue_recognition_date,day_sales_usd,is_holiday,series_id,day_name,is_billing_day,day_of_week,day_of_month,month,latest_same_day_of_week_intramonth,rolling_mean_same_day_of_week_28_prev_month,rolling_mean_same_day_of_week_84_prev_month,week_of_month,part_of_month,first_week,last_week,days_in_month,monthly_sin,monthly_cos,quarter,days_since_start_of_quarter,days_until_end_of_quarter,days_in_quarter,quarterly_sin,quarterly_cos
Atlantis,IrisInnovations,2021-02-18,2780915.78,False,Atlantis_IrisInnovations,Thursday,True,3,18,2,4355302.63,4189185.8649999998,4189185.8649999998,Week 3,Mid,False,False,28,-0.7818314824680297,-0.6234898018587337,Q1,48,42,90,-0.20791169081775907,-0.9781476007338057
Atlantis,IrisInnovations,2021-02-19,2529400.6,False,Atlantis_IrisInnovations,Friday,True,4,19,2,5145758.89,4347794.6925,4361744.0,Week 3,Mid,False,False,28,-0.900968867902419,-0.4338837391175583,Q1,49,41,90,-0.275637355816999,-0.9612616959383189
Atlantis,IrisInnovations,2021-02-20,77306.07,False,Atlantis_IrisInnovations,Saturday,False,5,20,2,-314.24,3105270.4299999997,2456718.1025,Week 3,Mid,False,False,28,-0.9749279121818236,-0.2225209339563146,Q1,50,40,90,-0.34202014332566866,-0.9396926207859084
Atlantis,IrisInnovations,2021-02-21,291164.6,False,Atlantis_IrisInnovations,Sunday,False,6,21,2,,501631.96499999997,412250.54799999995,Week 3,Late,False,False,28,-1.0,-1.8369701987210297e-16,Q1,51,39,90,-0.4067366430757998,-0.9135454576426011
Atlantis,IrisInnovations,2021-02-22,6891542.89,False,Atlantis_IrisInnovations,Monday,True,0,22,2,5295822.68,350024.3425,350024.3425,Week 4,Late,False,True,28,-0.9749279121818238,0.22252093395631334,Q1,52,38,90,-0.46947156278589086,-0.8829475928589269
Atlantis,IrisInnovations,2021-02-23,3843858.09,False,Atlantis_IrisInnovations,Tuesday,True,1,23,2,1043783.52,1315147.9275,1315147.9275,Week 4,Late,False,True,28,-0.9009688679024193,0.43388373911755795,Q1,53,37,90,-0.5299192642332048,-0.8480480961564261
Atlantis,IrisInnovations,2021-02-24,4911312.66,False,Atlantis_IrisInnovations,Wednesday,True,2,24,2,1980082.55,3397690.8249999997,3397690.8249999997,Week 4,Late,False,True,28,-0.7818314824680299,0.6234898018587334,Q1,54,36,90,-0.587785252292473,-0.8090169943749476
Atlantis,IrisInnovations,2021-02-25,4621413.94,False,Atlantis_IrisInnovations,Thursday,True,3,25,2,2780915.78,4189185.8649999998,4189185.8649999998,Week 4,Late,False,True,28,-0.6234898018587337,0.7818314824680297,Q1,55,35,90,-0.6427876096865393,-0.766044443118978
Atlantis,IrisInnovations,2021-02-26,4548781.4,False,Atlantis_IrisInnovations,Friday,True,4,26,2,2529400.6,4347794.6925,4361744.0,Week 4,Late,False,True,28,-0.4338837391175575,0.9009688679024194,Q1,56,34,90,-0.6946583704589974,-0.7193398003386511
Atlantis,IrisInnovations,2021-02-27,213376.8,False,Atlantis_IrisInnovations,Saturday,False,5,27,2,77306.07,3105270.4299999997,2456718.1025,Week 4,Late,False,True,28,-0.22252093395631464,0.9749279121818235,Q1,57,33,90,-0.743144825477394,-0.6691306063588585
Atlantis,IrisInnovations,2021-02-28,527725.13,False,Atlantis_IrisInnovations,Sunday,False,6,28,2,291164.6,501631.96499999997,412250.54799999995,Week 4,Late,False,True,28,-2.4492935982947064e-16,1.0,Q1,58,32,90,-0.7880107536067221,-0.6156614753256581
Atlantis,IrisInnovations,2021-03-01,6286346.86,False,Atlantis_IrisInnovations,Monday,True,0,1,3,,5422286.575,2886155.45875,Week 1,Early,True,False,31,0.20129852008866006,0.9795299412524945,Q1,59,31,90,-0.8290375725550414,-0.5591929034707472
Atlantis,IrisInnovations,2021-03-02,2111520.61,False,Atlantis_IrisInnovations,Tuesday,True,1,2,3,,2108825.0925,1711986.5099999998,Week 1,Early,True,False,31,0.39435585511331855,0.9189578116202306,Q1,60,30,90,-0.8660254037844384,-0.5000000000000004
Atlantis,IrisInnovations,2021-03-03,4362453.92,False,Atlantis_IrisInnovations,Wednesday,True,2,3,3,,3631058.97,3514374.8975,Week 1,Early,True,False,31,0.5712682150947923,0.8207634412072763,Q1,61,29,90,-0.8987940462991668,-0.43837114678907774
Atlantis,IrisInnovations,2021-03-04,4430573.19,False,Atlantis_IrisInnovations,Thursday,True,3,4,3,,4013454.3599999994,4101320.1125,Week 1,Early,True,False,31,0.7247927872291199,0.6889669190756866,Q1,62,28,90,-0.9271838545667873,-0.3746065934159123
Atlantis,IrisInnovations,2021-03-05,4546000.87,False,Atlantis_IrisInnovations,Friday,True,4,5,3,,4083774.385,4238201.948888889,Week 1,Early,True,False,31,0.8486442574947509,0.5289640103269624,Q1,63,27,90,-0.9510565162951535,-0.30901699437494756
Atlantis,IrisInnovations,2021-03-06,36.0,False,Atlantis_IrisInnovations,Saturday,False,5,6,3,,96789.54333333333,1445320.1485714286,Week 1,Early,True,False,31,0.9377521321470804,0.3473052528448203,Q1,64,26,90,-0.9702957262759965,-0.24192189559966779
Atlantis,IrisInnovations,2021-03-08,5255857.01,False,Atlantis_IrisInnovations,Monday,True,0,8,3,6286346.86,5422286.575,2886155.45875,Week 2,Early,False,False,31,0.9987165071710528,-0.05064916883871264,Q1,66,24,90,-0.9945218953682734,-0.10452846326765336
Atlantis,IrisInnovations,2021-03-09,1941726.64,False,Atlantis_IrisInnovations,Tuesday,True,1,9,3,2111520.61,2108825.0925,1711986.5099999998,Week 2,Early,False,False,31,0.9680771188662043,-0.2506525322587204,Q1,67,23,90,-0.9993908270190957,-0.03489949670250165
Atlantis,IrisInnovations,2021-03-10,3949975.73,False,Atlantis_IrisInnovations,Wednesday,True,2,10,3,4362453.92,3631058.97,3514374.8975,Week 2,Early,False,False,31,0.8978045395707416,-0.4403941515576344,Q1,68,22,90,-0.9993908270190958,0.03489949670250128
Atlantis,IrisInnovations,2021-03-11,4138502.86,False,Atlantis_IrisInnovations,Thursday,True,3,11,3,4430573.19,4013454.3599999994,4101320.1125,Week 2,Mid,False,False,31,0.7907757369376989,-0.6121059825476626,Q1,69,21,90,-0.9945218953682734,0.10452846326765299
Atlantis,IrisInnovations,2021-03-12,4232145.81,False,Atlantis_IrisInnovations,Friday,True,4,12,3,4546000.87,4083774.385,4238201.948888889,Week 2,Mid,False,False,31,0.6513724827222223,-0.7587581226927909,Q1,70,20,90,-0.9848077530122081,0.17364817766692997
Atlantis,IrisInnovations,2021-03-13,1087.52,False,Atlantis_IrisInnovations,Saturday,False,5,13,3,36.0,96789.54333333333,1445320.1485714286,Week 2,Mid,False,False,31,0.48530196253108104,-0.8743466161445821,Q1,71,19,90,-0.9702957262759966,0.24192189559966745
Atlantis,IrisInnovations,2021-03-15,4966691.51,False,Atlantis_IrisInnovations,Monday,True,0,15,3,5255857.01,5422286.575,2886155.45875,Week 3,Mid,False,False,31,0.10116832198743272,-0.994869323391895,Q1,73,17,90,-0.9271838545667874,0.37460659341591196
Atlantis,IrisInnovations,2021-03-16,1735932.79,False,Atlantis_IrisInnovations,Tuesday,True,1,16,3,1941726.64,2108825.0925,1711986.5099999998,Week 3,Mid,False,False,31,-0.10116832198743204,-0.9948693233918952,Q1,74,16,90,-0.898794046299167,0.4383711467890774
Atlantis,IrisInnovations,2021-03-17,3840781.58,False,Atlantis_IrisInnovations,Wednesday,True,2,17,3,3949975.73,3631058.97,3514374.8975,Week 3,Mid,False,False,31,-0.2993631229733582,-0.9541392564000488,Q1,75,15,90,-0.8660254037844386,0.5000000000000001
Atlantis,IrisInnovations,2021-03-18,4264950.92,False,Atlantis_IrisInnovations,Thursday,True,3,18,3,4138502.86,4013454.3599999994,4101320.1125,Week 3,Mid,False,False,31,-0.4853019625310808,-0.8743466161445822,Q1,76,14,90,-0.8290375725550421,0.5591929034707462
Atlantis,IrisInnovations,2021-03-19,5086021.87,False,Atlantis_IrisInnovations,Friday,True,4,19,3,4232145.81,4083774.385,4238201.948888889,Week 3,Mid,False,False,31,-0.651372482722222,-0.7587581226927911,Q1,77,13,90,-0.7880107536067218,0.6156614753256585
Atlantis,IrisInnovations,2021-03-22,5294145.68,False,Atlantis_IrisInnovations,Monday,True,0,22,3,4966691.51,5422286.575,2886155.45875,Week 4,Late,False,False,31,-0.9680771188662041,-0.2506525322587213,Q1,80,10,90,-0.6427876096865396,0.7660444431189778
Atlantis,IrisInnovations,2021-03-23,2269520.55,False,Atlantis_IrisInnovations,Tuesday,True,1,23,3,1735932.79,2108825.0925,1711986.5099999998,Week 4,Late,False,False,31,-0.9987165071710528,-0.05064916883871355,Q1,81,9,90,-0.5877852522924734,0.8090169943749473
Atlantis,IrisInnovations,2021-03-24,4051993.61,False,Atlantis_IrisInnovations,Wednesday,True,2,24,3,3840781.58,3631058.97,3514374.8975,Week 4,Late,False,False,31,-0.9884683243281114,0.15142777750457667,Q1,82,8,90,-0.5299192642332058,0.8480480961564254
Atlantis,IrisInnovations,2021-03-25,4683513.53,False,Atlantis_IrisInnovations,Thursday,True,3,25,3,4264950.92,4013454.3599999994,4101320.1125,Week 4,Late,False,True,31,-0.9377521321470804,0.3473052528448203,Q1,83,7,90,-0.4694715627858908,0.8829475928589269
Atlantis,IrisInnovations,2021-03-26,4538669.44,False,Atlantis_IrisInnovations,Friday,True,4,26,3,5086021.87,4083774.385,4238201.948888889,Week 4,Late,False,True,31,-0.848644257494751,0.5289640103269624,Q1,84,6,90,-0.40673664307580015,0.913545457642601
Atlantis,IrisInnovations,2021-03-27,1454.39,False,Atlantis_IrisInnovations,Saturday,False,5,27,3,1087.52,96789.54333333333,1445320.1485714286,Week 4,Late,False,True,31,-0.72479278722912,0.6889669190756865,Q1,85,5,90,-0.3420201433256686,0.9396926207859084
Atlantis,IrisInnovations,2021-03-29,4976987.84,False,Atlantis_IrisInnovations,Monday,True,0,29,3,5294145.68,5422286.575,2886155.45875,Week 5,Late,False,True,31,-0.3943558551133187,0.9189578116202306,Q1,87,3,90,-0.20791169081775987,0.9781476007338056
Atlantis,IrisInnovations,2021-03-30,1956218.94,False,Atlantis_IrisInnovations,Tuesday,True,1,30,3,2269520.55,2108825.0925,1711986.5099999998,Week 5,Late,False,True,31,-0.20129852008866114,0.9795299412524943,Q1,88,2,90,-0.13917310096006588,0.9902680687415703
Atlantis,IrisInnovations,2021-03-31,732495.95,False,Atlantis_IrisInnovations,Wednesday,True,2,31,3,4051993.61,3631058.97,3514374.8975,Week 5,Late,False,True,31,-2.4492935982947064e-16,1.0,Q1,89,1,90,-0.06975647374412476,0.9975640502598243
Atlantis,IrisInnovations,2021-04-01,6201116.54,False,Atlantis_IrisInnovations,Thursday,True,3,1,4,,4379385.125,4194008.4499999997,Week 1,Early,True,False,30,0.20791169081775931,0.9781476007338057,Q2,0,91,91,0.0,1.0
Atlantis,IrisInnovations,2021-04-02,4579979.87,False,Atlantis_IrisInnovations,Friday,True,4,2,4,,4600709.4975000005,4344092.858333333,Week 1,Early,True,False,30,0.40673664307580015,0.9135454576426009,Q2,1,90,91,0.06899114440432493,0.9976172723012476
Atlantis,IrisInnovations,2021-04-05,5833398.34,False,Atlantis_IrisInnovations,Monday,True,0,5,4,,5123420.51,4141832.3733333335,Week 2,Early,True,False,30,0.8660254037844386,0.5000000000000001,Q2,4,87,91,0.27268622848949375,0.9621030198436006
Atlantis,IrisInnovations,2021-04-06,2340312.17,False,Atlantis_IrisInnovations,Tuesday,True,1,6,4,,1975849.73,1852831.0608333333,Week 2,Early,True,False,30,0.9510565162951535,0.30901699437494745,Q2,5,86,91,0.33841307983367047,0.9409976553623765
Atlantis,IrisInnovations,2021-04-07,3664960.75,False,Atlantis_IrisInnovations,Wednesday,True,2,7,4,,3143811.7175,3446599.244166667,Week 2,Early,True,False,30,0.9945218953682733,0.10452846326765346,Q2,6,85,91,0.40252723873996754,0.9154080085253663
Atlantis,IrisInnovations,2021-04-08,4623838.33,False,Atlantis_IrisInnovations,Thursday,True,3,8,4,6201116.54,4379385.125,4194008.4499999997,Week 2,Early,False,False,30,0.9945218953682734,-0.10452846326765333,Q2,7,84,91,0.4647231720437685,0.8854560256532099
Atlantis,IrisInnovations,2021-04-09,4492717.74,False,Atlantis_IrisInnovations,Friday,True,4,9,4,4579979.87,4600709.4975000005,4344092.858333333,Week 2,Early,False,False,30,0.9510565162951536,-0.30901699437494734,Q2,8,83,91,0.524704487799008,0.8512844415843512
Atlantis,IrisInnovations,2021-04-12,5509685.22,False,Atlantis_IrisInnovations,Monday,True,0,12,4,5833398.34,5123420.51,4141832.3733333335,Week 3,Mid,False,False,30,0.5877852522924732,-0.8090169943749473,Q2,11,80,91,0.688563231343277,0.7251763071433766
Atlantis,IrisInnovations,2021-04-13,1977251.7,False,Atlantis_IrisInnovations,Tuesday,True,1,13,4,2340312.17,1975849.73,1852831.0608333333,Week 3,Mid,False,False,30,0.40673664307580004,-0.913545457642601,Q2,12,79,91,0.7369533159843368,0.6759436441447544
Atlantis,IrisInnovations,2021-04-14,4175197.34,False,Atlantis_IrisInnovations,Wednesday,True,2,14,4,3664960.75,3143811.7175,3446599.244166667,Week 3,Mid,False,False,30,0.20791169081775931,-0.9781476007338057,Q2,13,78,91,0.7818314824680298,0.6234898018587335
Atlantis,IrisInnovations,2021-04-15,4732194.59,False,Atlantis_IrisInnovations,Thursday,True,3,15,4,4623838.33,4379385.125,4194008.4499999997,Week 3,Mid,False,False,30,5.66553889764798e-16,-1.0,Q2,14,77,91,0.8229838658936564,0.5680647467311559
Atlantis,IrisInnovations,2021-04-16,4873557.51,False,Atlantis_IrisInnovations,Friday,True,4,16,4,4492717.74,4600709.4975000005,4344092.858333333,Week 3,Mid,False,False,30,-0.20791169081775907,-0.9781476007338057,Q2,15,76,91,0.8602143564135006,0.509932604390136
Atlantis,IrisInnovations,2021-04-17,6944.38,False,Atlantis_IrisInnovations,Saturday,False,5,17,4,,859.3033333333333,1067639.758888889,Week 3,Mid,False,False,30,-0.4067366430758002,-0.9135454576426009,Q2,16,75,91,0.893345533785563,0.44937040096716135
Atlantis,IrisInnovations,2021-04-19,6155453.07,False,Atlantis_IrisInnovations,Monday,True,0,19,4,5509685.22,5123420.51,4141832.3733333335,Week 4,Mid,False,False,30,-0.743144825477394,-0.6691306063588585,Q2,18,73,91,0.9466986959828059,0.32212044179849075
Atlantis,IrisInnovations,2021-04-20,2848723.2,False,Atlantis_IrisInnovations,Tuesday,True,1,20,4,1977251.7,1975849.73,1852831.0608333333,Week 4,Mid,False,False,30,-0.8660254037844384,-0.5000000000000004,Q2,19,72,91,0.9666664286932195,0.2560390900575472
Atlantis,IrisInnovations,2021-04-21,3762461.95,False,Atlantis_IrisInnovations,Wednesday,True,2,21,4,4175197.34,3143811.7175,3446599.244166667,Week 4,Late,False,False,30,-0.9510565162951535,-0.30901699437494756,Q2,20,71,91,0.9820275556534303,0.1887375954529167
Atlantis,IrisInnovations,2021-04-22,4677116.47,False,Atlantis_IrisInnovations,Thursday,True,3,22,4,4732194.59,4379385.125,4194008.4499999997,Week 4,Late,False,False,30,-0.9945218953682733,-0.10452846326765423,Q2,21,70,91,0.992708874098054,0.120536680255323
Atlantis,IrisInnovations,2021-04-23,3864348.47,False,Atlantis_IrisInnovations,Friday,True,4,23,4,4873557.51,4600709.4975000005,4344092.858333333,Week 4,Late,False,False,30,-0.9945218953682734,0.10452846326765299,Q2,22,69,91,0.9986594826804561,0.051761352884209494
Atlantis,IrisInnovations,2021-04-25,200835.21,False,Atlantis_IrisInnovations,Sunday,False,6,25,4,,,470902.93166666664,Week 4,Late,False,True,30,-0.8660254037844386,0.5000000000000001,Q2,24,67,91,0.9962778199420265,-0.08620037988061942
Atlantis,IrisInnovations,2021-04-26,6487525.02,False,Atlantis_IrisInnovations,Monday,True,0,26,4,6155453.07,5123420.51,4141832.3733333335,Week 5,Late,False,True,30,-0.743144825477394,0.6691306063588585,Q2,25,66,91,0.9879568983287464,-0.15472933479028134
